Wall time,Step,Value
1714331575.6779125,366,0.000699999975040555
1714331648.2431467,369,0.0003000000142492354
1714331720.2420876,372,0.0003000000142492354
1714331792.0859427,375,0.0003000000142492354
1714331865.3990977,378,0.0003000000142492354
1714331938.53824,381,0.0003000000142492354
1714332011.5547945,384,0.0003000000142492354
1714332084.3409984,387,0.0003000000142492354
1714332156.3230162,390,0.00019999999494757503
1714332228.6244245,393,0.0003000000142492354
1714332301.144918,396,0.0003000000142492354
1714332372.9288082,399,0.0003000000142492354
1714332445.2572322,402,0.00019999999494757503
1714332518.7052262,405,0.0008999999845400453
1714332592.1093419,408,0.00019999999494757503
1714332664.0678012,411,0.00039999998989515007
1714332735.9285262,414,0.00039999998989515007
1714332808.3253417,417,0.00039999998989515007
1714332880.5681527,420,0.0003000000142492354
1714332954.60708,423,0.0003000000142492354
1714333027.8550174,426,0.0003000000142492354
1714333101.1113818,429,0.0003000000142492354
1714333173.4231546,432,0.0003000000142492354
1714333245.7942264,435,0.0003000000142492354
1714333318.1423018,438,0.0003000000142492354
1714333390.2600791,441,0.0003000000142492354
1714333462.4263444,444,0.0003000000142492354
1714333535.50014,447,0.0007999999797903001
1714333608.3863676,450,0.0008999999845400453
1714333681.4929013,453,0.0003000000142492354
1714333753.111774,456,0.00019999999494757503
1714333825.007924,459,0.0003000000142492354
1714333896.800335,462,0.0003000000142492354
1714333969.337458,465,0.0003000000142492354
1714334041.3147578,468,0.0005000000237487257
1714334112.8081357,471,0.00019999999494757503
1714334184.759784,474,0.0003000000142492354
1714334258.7528791,477,0.0003000000142492354
1714334331.3323514,480,0.0003000000142492354
1714334404.1287265,483,0.0007999999797903001
1714334477.3316767,486,0.0005000000237487257
1714334550.3467968,489,0.0006000000284984708
1714334623.1196811,492,0.0010000000474974513
1714334695.700312,495,0.0003000000142492354
1714334767.7845676,498,0.0003000000142492354
1714334841.5688634,501,0.0003000000142492354
1714334914.6554017,504,0.0006000000284984708
1714334986.8235116,507,0.0003000000142492354
1714335059.3908088,510,0.00019999999494757503
1714335132.0651362,513,0.00019999999494757503
1714335204.5593157,516,0.00019999999494757503
1714335276.6860921,519,0.0006000000284984708
1714335349.980782,522,0.00039999998989515007
1714335423.133011,525,0.0003000000142492354
1714335496.633394,528,0.00039999998989515007
1714335569.3772764,531,0.00019999999494757503
1714335641.0355875,534,0.0020000000949949026
1714335712.6478233,537,0.0003000000142492354
1714335785.0716815,540,0.00039999998989515007
1714335857.0524724,543,0.0003000000142492354
1714335928.9422095,546,0.00019999999494757503
1714336001.856467,549,0.00019999999494757503
1714336074.9239032,552,0.00019999999494757503
1714336147.622345,555,0.00019999999494757503
1714336219.7169886,558,0.0003000000142492354
1714336292.2498841,561,0.0003000000142492354
1714336364.474265,564,0.00039999998989515007
1714336437.5632396,567,0.00019999999494757503
1714336510.8623538,570,0.0003000000142492354
1714336583.2837183,573,0.0003000000142492354
1714336656.325407,576,0.00019999999494757503
1714336728.6946368,579,0.0003000000142492354
1714336802.3181028,582,0.0003000000142492354
1714336874.9732199,585,0.00019999999494757503
1714336948.1320662,588,0.00019999999494757503
1714337021.899921,591,0.0003000000142492354
1714337095.0493138,594,0.0005000000237487257
1714337167.9147153,597,0.00019999999494757503
1714337240.8237472,600,0.00019999999494757503
